tweet_id_new,text
189," We have tried sending you a direct message, but we are unable to send it, please follow  so that we can send a private message to you, as our interaction would involve sharing personally identifiable information."
191,RT :     Misleading after charging huge amounts of money for extending the warrant…
192,"  Purchased Dell product with STag 9TKFPS3, Incident number 1114735028. Complaint and mail multiple times but nobody bother to respond on Email and phones. Pathetic services, your team is loosing trust with the sort of services. Check the complaint ASAP."
193,RT :     Misleading after charging huge amounts of money for extending the warrant…
194,RT :  Pls compliance district consumer dispute redressal commission Bhiwani Haryana or pay payment to complainant …
195,RT :            PLS. ARRANGE TO EITHER REP…
196,RT :   Dell you are not giving good service and you are not giving good service. Please improve your service…
197, Please send a direct message to  or  and the team will be happy to answer your questions or queries!
198,"If you want to help, please share the post or post on other platforms where Dell driver developers can see the Inspiron 3593 bios freezing issue.

              https://t.co/xD8XN8JSEB"
199,  be careful with Dell orders-I got different low model but I paid more for the higher model and now Dell sales and support team said they can not do anything .I think   are better than  https://t.co/Ow3QskGzaI
200, over 4 hours with Dell customer service and have gotten nowhere #DellDoesntCare
202,"RT :  

Message sent with relevant order numbers

Second order now cancelled by your colleagues... incr…"
203, What you describe as Premium Support is a scam - one pays and never gets support. #PSA: don’t buy that service - you’ll be left to fend for yourself and pay again for support anyhow.
204,"#Day19 #week3
SR # 155313357

I am still waiting!CS still blaming me!Technician still always right!I still need to pay! My laptop still with Dell! It's a lost battle I am in!! 
#Dellnocare  "
205,  Thank U! This needs to be clear to their customers..Being an Austinite I esp am interested to know about  &amp; the fact that  OBVIOUSLY doesn’t about OUR CONSTITUTIONAL RIGHTS.. doesn’t NEED DELL but should show them how it feels if they want HIS BIZ.
206,    .  sold defective products to indian customers. #Dellcheated. My worse  experience with  https://t.co/g0ethgf7aJ https://t.co/0OXlHTEJgM https://t.co/W8nLaKoGiB
208,"I hate my Dell laptop...they replaced one, made me reinstall Windows on the replacement, and...garbage is still garbage.   #Dell #DoNotBuy"
209,   #delldoesnotcare 6 weeks of conversations and promises #service is not upto scratch  expected to sit and wait. #dreadful #customerservice for such a big successful company you are truly letting yourself down on customer care #customerexperience
211, on 16th dec 2022 team is updating with this status https://t.co/6QrRH7VZru
212,  after fan again i have to tell them that issue is with other things as well then again they sent someone to fix the dc panel and keyboard but the issue was not fixed they forgot to send the screws and left me in a state of helplessness with no solution https://t.co/9zHv4TK8PO
213, Please change your email Id as dell doesn’t respond and dell doesn’t care     https://t.co/Y6e7fcXqxZ
214,Hello  just bought a 4K monitor and a new powerful desktop. Monitor has arrived with no power cable so it's useless. Customer service team have said they'll 'raise an issue to get me a plug' - better be the cable. Can't tell me when I'll get it. NOT GOOD ENOUGH.
215,"Seriously screw . They are the worst. Makes me wait 2 weeks for a computer with a guaranteed delivery date of mid December and now, literally days before, says it’s not coming till next year.  That’s not how any of this works especially at Christmas time. "
216,"  According to Dell, I just have to wait, because of the failure of their delivery vendor. Too bad  Dell’s delivery vendor is unable to make things right."
217,RT :    OMG - that is horrendous -  please note this and review your contract with 
218, Why would you risk your precious brand on the site of this Kleptocratic Nazi?
219," ok. But how can we communicate with you?
  "
220,      .  sold defective products to indian customers. #Dellcheated. My worse  experience with .  is a fraud company. https://t.co/g0ethgf7aJ https://t.co/6SHNIbtin0
221," 🤦🤦🤦 Thanks for quick response. But this happened last year only. 

I wish you could have helped me that day this fast .. 💯"
222,"         
sir help me 
 I have a problem with a Dell laptop since April, I contacted support, and the problem was not resolved. I went to three service centers and it didn't solve the problem. And now I ask to replace the laptop."
223,RT :            PLS. ARRANGE TO EITHER REP…
224,"      Dell Delivering defected products &amp; regrettable services. following fell team for last ten days, case Id-155929190 still unresolved. Hope this message will awake deaf &amp; dumb officials of Dell"
225, new monitor is DOA. Can I get some assistance.
226,"Pretty frustrated with  right now.  Got a new laptop at the beginning of the month and the trackpad started to act up within the first week.  Had to send it in and just got an email that they don’t have the parts to fix it, maybe in 5 days.  🙁"
227,"  They send me auto generated email and missed call
If u reply to that email about the issue ,u will again find same email with Same contain 
Work order no. 04437242013"
228,"RT :    #Dell #DontPurchaseDellLaptop #laptops #computer 
 is saying that after…"
229,I am writing this to Dell Authority kindly look into my case and get it resolved as soon as possible. Kindly connect me on 9690441107    
230,"Yeah this is just getting silly now. They have proof of purchase, they have a photo from Friday. Now I have to go back to the site with a different case number and do it again?   maybe I do need you guys to work out why your systems are so inflexible. https://t.co/tDIgkkrO8X"
231,"  worst service ever seen, within 6 months of my purchase of brand new Inspiron 14 5410,it end up with hinge problem and misalignment of LCD display,dell manufacturing nondurable,worst products, they are taking too much time 30 to 45 days for replcmnt and srvces https://t.co/M907gjDnLO"
232, But i have got this invoice when i have paid for warranty extension
233,Work # 04435218656. Sent my Dell laptop with premium insurance for a minor defect with on-screen display. Miraculously my laptop has decided to aim for nirvana as it completely died as soon as it reached Dell's facility.They want me to pay. Poor customer service!! 
234, Why do everytime I need a reply I have to come here? Yes my warranty expired but I still paid $70+ taxes to ship my laptop to you and I was willing to pay out of my pocket for the repair before your technicians tried scamming me by basically destroying my laptop and quote me $597
236,  doesn't care. That was evident from the sales rep. This isn't a technical issue this is a sales issue. Let's do it in public so everyone can learn your policies. #customerexperience isn't part of your sales manual it seems
237, Shut the fuck up I am resetting my PC dumbass
238, I need this item before Christmas
239, new computer died after 6 weeks and tech support has no showed 3 times. Unacceptable and disappointing
240," I've sent information via DM for the last 8 laptops I bought. The issue is systemic, each time  I place an order online, it gets stuck, resulting in 3-7 days elapsing and many hrs of discussion/rework/cancelling &amp; replacing of orders . No clear reason WHY its happening is offered"
241,Made $1980 holy crap 🔥               https://t.co/FzUUPI8b37
243,  I purchased a laptop as a Christmas present last year. Due to buying it early I'm now without warranty. The laptop now has a broken hinge which I've been told by a Dell employee was a common fault thanks Happy Christmas Dell
244, Thank DELL for sending over an excellent field engineer for servicing my DELL laptop.
245,"RT :  Hello, 
We see you are looking for technical assistance. If you need our help, you can follow  and sta…"
246," Appreciate you reaching out. I don't need technical assistance.  What your customers need is for your product team to not disable important features like s3. 
I understand that there is little that you can do aside from feeding back to the product team this is an issue."
247,"Hey // - Still need help with a Dell Advantage/Rewards issue. I started a DM with  and it just keeps asking me for a service tag. My account manager hasn't been able to resolve, and claims management is involved. Last update was 09/19/2022."
249,"RT :  
Can someone from the team review and let Dell take accountability of the screen issues with Dell XPS 13 9360 la…"
250,"    tell me why your driver is doing this to my $2500 laptop, &amp; when I called your customer service rep Estali (how he spelled it) REFUSED to transfer me to a supervisor to speak about this situation. This del. Was misloaded &amp; delayed late already! https://t.co/2ZaKWII2L6"
251, surely i will delete the post and everything 1st need to resolve my problem
252,Buying directly from  was a big mistake!
253,"  
Dell service center is the one of the worst service center I have seen in my life https://t.co/ovvc9O1vl9"
254,"      Dell Delivering defected products &amp; regrettable services. following fell team for last ten days, case Id-155929190 still unresolved. Hope this message will awake deaf &amp; dumb officials of Dell."
255, I will provide my feedback here:  gave me nothing in response to the information they requested.
256, I have sent email them but didn’t respond me.
257,"   in alienware laptops, the display panel is LCD or AMOLED??"
258, Hi I noticed on your UK website that none of the XPS laptops have Early Black Friday discounts. Will you be adding this to the sale?
259,"  #inspiro    
It is a very disappointing and frustrating experience with , no one helping even after promises no resolution.  not able make a invoice in 10 days and not providing refund or replacement https://t.co/XPAwBJ9HUO"
260, BRO WHY DID YOU RESPOND ONLY AFTER I RECOMMEND YOUR COMPETITION.
262, Company name is Blair Dubilier &amp; Associates
263,  I have purchased a dell G15 5515 Ryzen 5 on November since then I have been facing an issue of battery not charging not sufficient to charge etc. I have also submitted multiple times n finally got my battery replaced yet again I am facing same issues. Help https://t.co/RFCxOAKpDV https://t.co/zqEleqncab
264," Hello. I’ve DMed you about a delivery issue, but your automated response won’t register my issue. Please can I chat to a human about it?"
265," i would, i did on official channels. but you wouldnt actually help. you said, since my pc is not made by DELL, it is ""my fault"". also, people couldnt just google back that the S3422DWG DELL MONITOR has noticeable vertical artifacts!"
266,"       Problem with performance of the Laptop &amp; poor after sales service,big mistake by me to purchase Dell"
267,"  I had to put McDonald's on blast last week and they did the same, wanting to chat about it in private."
